competencia,TPInscricao,NRCNPJCEI,razaosocial,estado,nomunicipio
201903,1,11994004000159,SWEEP SERVICOS E CONSTRUCOES LTDA,DF,Brasília
201903,1,29060647000190,ORMEC ENGENHARIA LTDA,RJ,Volta Redonda
201903,1,3984242000155,ORGANIZACAO MORENA DE PARCERIA E SERVICOS H LTDA,MS,Campo Grande
201903,1,95805941000109,GIASSI INDUSTRIA E COMERCIO DE CONFECCOES LTDA,SC,Içara
201903,1,23798766000169,PRO ACTION COMERCIO DE ALIMENTOS LTDA,SP,Campinas
201903,1,88028873000153,PAREXGROUP INDUSTRIA E COMERCIO DE ARGAMASSAS LTDA,SP,Jundiaí
201903,1,24598759000186,TP TAIPASTUR LOGISTICA LTDA,SP,Jundiaí
201903,1,4376684000181,CENTERPLAST EMBALAGENS PLASTICAS LTDA,SC,Pomerode
201903,1,4216204000115,JSB DISTRIBUIDORA LTDA,PI,Teresina
201903,1,13985869000184,CONSÓRCIO INTERMUNICIPAL DE SAÚDE DA MACRO REGIÃO DO SUL DE MINAS,MG,Varginha
201903,1,27162568000165,PEDRO LUIZ BEKMESSIAN VIEIRA ENGENHARIA EIRELI,SP,Caçapava
201903,1,18279158000108,RIMA INDUSTRIAL S/A,MG,Bocaiúva
201903,1,77892289000125,NEKI CONFECCOES LTDA,SC,Schroeder
201903,1,53408654000115,INDUSTRIAL E COMERCIAL MARVI LTDA,SP,Ourinhos
201903,1,7608927000158,GE POWER CONVERSION BRASIL LTDA.,MG,Betim
201903,1,14702257000108,INSTITUTO SAUDE E CIDADANIA - ISAC,DF,Brasília
201903,1,1464420000191,TRANSURB S/A,RJ,Rio de Janeiro
201903,1,9521059000108,SEADRILL SERVICOS DE PETROLEO LTDA,RJ,Rio de Janeiro
201903,1,26068130000150,SUPER VAREJAO CARACA LTDA,MG,Belo Horizonte
201903,1,7094346000145,G4F SOLUCOES CORPORATIVAS LTDA,DF,Brasília
201903,1,4143008000168,SERILON BRASIL LTDA,PR,Curitiba
201903,1,5074363000195,INSTITUTUM PAX ET VITAE,DF,Brasília
201903,1,3592110000188,HOSPITAL UROLOGICO DE BRASILIA LTDA,DF,Brasília
201903,1,11162311000173,RICARDO DE SOUZA LIMA CAIAFA MANUTENCOES E SERVICOS,DF,Brasília
201903,1,26752983000106,TEK CONSTRUTORA EIRELI,DF,Brasília
201903,1,30741805000157,VIACAO SAO JOSE LTDA,RJ,Nova Iguaçu
201903,1,19350180000160,EXPRESSO UNIAO LTDA,RJ,Rio de Janeiro
201903,1,31462982000167,LC PRESTADORA DE SERVICOS EM VIDROS LTDA,PR,Araucária
201903,1,1066493000125,SOBERANA SEGURANCA E VIGILANCIA LTDA,DF,Brasília
201903,1,0336701000104,TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,DF,Brasília
201903,1,9267406000100,VISAN SEGURANCA PRIVADA EIRELI,DF,Brasília
201903,1,18011878000198,CONSORCIO HP - ITA,DF,Brasília
201903,1,26444950000107,EDEN INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO,DF,Brasília
201903,1,36769602000155,GTO COMERCIO ATACADISTA DE CONFECCOES E CALCADOS LTDA,DF,Brasília
201903,1,33379371000185,AMPARO FEMIMINO DE 1912,RJ,Rio de Janeiro
201903,1,4803904000106,CENTRO DE ENSINO SUPERIOR NILTON LINS,AM,Manaus
201903,1,22790985000139,CARMO ALIMENTOS S/A,DF,Brasília
201903,1,2034846000178,CONELESTE SERVICOS - EIRELI,SP,São José dos Campos
201903,1,12130013000164,GLOBALWEB OUTSOURCING DO BRASIL LTDA,SP,Santana de Parnaíba
201903,1,20645520000169,FM2C SERVICOS DE MANUTENCAO LTDA,SP,Campinas
201903,1,46029724000169,HIGA PRODUTOS ALIMENTICIOS LTDA,SP,Campinas
201903,1,46017588000197,SOCIEDADE HIPICA DE CAMPINAS,SP,Campinas
201903,1,11760744000120,GOLD MOONLIGHT - INDUSTRIA E COMERCIO DE CHAVES LTDA .,SP,Jundiaí
201903,1,51879500000186,CLINICA PIERRO LTDA,SP,Campinas
201903,1,8362680000103,R S EMPRESA DE CARGAS E DESCARGAS LTDA,SP,Jundiaí
201903,1,19657210000185,VAM - REFEICOES E EVENTOS EIRELI,PR,Cornélio Procópio
201903,1,83395921000128,FUNDACAO UNIVERSIDADE DO CONTESTADO - FUNC,SC,Mafra
201903,1,83188110000156,FRICASA ALIMENTOS S/A,SC,Canoinhas
201903,1,43722784000174,IRMAOS REANI TRANSPORTES RODOVIARIOS LTDA,SP,Jundiaí
201903,1,19811058000143,BR MATOZINHOS FUNDIÇÕES LTDA,RJ,Barra do Piraí
201903,1,0719559000176,CONDOMÍNIO DO CONJUNTO NACIONAL BRASÍLIA,DF,Brasília
201903,1,7473476000199,G I EMPRESA DE SEGURANCA LTDA,DF,Brasília
201903,1,5798883000140,SUPREMO CIMENTOS S.A.,SC,Pomerode
201903,1,0933691000186,SIVALSKI INDUSTRIA TEXTIL LTDA,SC,Massaranduba
201903,1,5029600000287,ASSOCIACAO GOIANA DE INTEGRALIZACAO E REABILITACAO - AGIR,GO,Goiânia
201903,1,8962294000144,SUMIDENSO DA AMAZONIA INDUSTRIAS ELETRICAS LTDA,AM,Manaus
201903,1,14758081000106,FOKUS MARKETING EIRELI,GO,Aparecida de Goiânia
201903,1,10645100000129,OF COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,MG,Belo Horizonte
201903,1,66000787000108,WAMA PRODUTOS PARA LABORATORIO LTDA,SP,São Carlos
201903,1,15194004000125,FUNDACAO JOSE SILVEIRA,BA,Salvador
201903,1,43588045000131,ZOETIS INDUSTRIA DE PRODUTOS VETERINARIOS LTDA,SP,Campinas
201903,1,22240207000176,UNIFACILITIES SERVICOS EMPRESARIAIS LTDA,SP,Campinas
201903,1,10702684000127,TOPSEG SEGURANCA PATRIMONIAL LTDA,BA,Lauro de Freitas
201903,1,24594741000106,AMARFLEX COMERCIAL EIRELI - ME,MG,Contagem
201903,1,78881414000164,TRANSPORTES NATAL LTDA,SC,Criciúma
201903,1,15715984000164,SEGEAM - SERVICOS DE ENFERMAGEM E GESTAO EM SAUDE DO AMAZONAS LTDA,AM,Manaus
201903,1,33646969000193,TRANSPORTES CAMPO GRANDE LTDA,RJ,Rio de Janeiro
201903,1,24946352000100,JM TERRAPLANAGEM E CONSTRUCOES LTDA,DF,Brasília
201903,1,2306220000173,MIRANTE TECNOLOGIA S/A,DF,Brasília
201903,1,13708457000105,PREVINI SERVICOS TERCEIRIZADOS LTDA,DF,Brasília
201903,1,1699343000159,R FRANCO ENGENHARIA EIRELI,PR,Curitiba
201903,1,3357873000144,ALPHA PLAST-INDUSTRIA E COMERCIO LTDA,PE,Jaboatão dos Guararapes
201903,1,47404801000186,SOCIEDADE BENEFICENTE DE CRAVINHOS SANTA CASA,SP,Cravinhos
201903,1,13696457000124,SOUZA SERVICOS DE SAUDE LTDA,AM,Manaus
201903,1,82641325000118,CREMER S.A.,SC,Blumenau
201903,1,5478567000191,ORME SERVICOS EDUCACIONAIS LTDA,MG,Belo Horizonte
201903,1,45987013000134,MERCK SHARP & DOHME FARMACEUTICA LTDA,SP,Campinas
201903,1,23718086000198,SILVER MANUTENCAO INDUSTRIAL E COMERCIO EIRELI,SP,Campinas
201903,1,61502324000112,REFRIGELO CLIMATIZACAO DE AMBIENTES S.A.,SP,Assis
201903,1,4693757000169,MINASGUARDA ADMINISTRACAO DE RECURSOS DE SEGURANCA LTDA,MG,Belo Horizonte
201903,1,3585304000156,CONCRECON CONCRETO E CONSTRUCOES LTDA,DF,Brasília
201903,1,37071313000140,EMIBM ENGENHARIA E INOVACAO EIRELI,DF,Brasília
201903,1,5058935000142,"INTERATIVA-DEDETIZACAO, HIGIENIZACAO E CONSERVACAO LTDA",DF,Brasília
201903,1,0331801000130,UNIAO BRASILEIRA DE EDUCACAO CATOLICA,DF,Brasília
201903,1,7338504000165,JOSE DO PATROCINIO & CIA LTDA,MS,Campo Grande
201903,1,19642306000170,CONCESSIONARIA DE RODOVIA SUL - MATOGROSSENSE S.A,MS,Campo Grande
201903,1,21043282000184,LEITURINHA S.A.,MG,Poços de Caldas
201903,1,0119925000156,INSTITUTO EVEREST MEDALHA MILAGROSA,DF,Brasília
201903,1,4402277000100,BIC AMAZONIA S/A,AM,Manaus
201903,1,20090981000112,BARTIRA AGROPECUARIA S/A,GO,Goiânia
201903,1,0212562000107,WEIR DO BRASIL LTDA.,SP,Jundiaí
201903,1,7693988000160,F.R.F.ENGENHARIA LTDA.,PE,Recife
201903,1,85307098000187,SOS CARDIO SERVICOS HOSPITALARES LTDA,SC,Florianópolis
201903,1,48775191000190,HUNTER DOUGLAS DO BRASIL LTDA,SP,Campinas
201903,1,61327904000110,IMERYS DO BRASIL COMERCIO DE EXTRACAO DE MINERIOS LTDA,SP,Campinas
201903,1,7668295000118,GRANFLOR - GESTAO DE EMPREENDIMENTOS FLORESTAIS LTDA,RS,Porto Alegre
201903,1,12768720000180,MALHAS JN LTDA,SC,Rodeio
201903,1,0681882000106,ENTHERM ENGENHARIA DE SISTEMAS TERMOMECANICOS LTDA,DF,Brasília
201903,1,40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MEDICO,RJ,Campos dos Goytacazes
201903,1,51612828000131,HOSPITAL MATERNIDADE FREI GALVAO,SP,Guaratinguetá
201903,1,5148530000103,CONDOMINIO TERRA VILLE -BELEM NOVO GOLF CLUB,RS,Porto Alegre
201903,1,86377553000183,ORDEM AUX DAS SENHORAS EVANGELICAS DE TIMBO,SC,Timbó
201903,1,4811849000104,SERPOS SERVICOS POSTUMOS LTDA,PE,Paulista
201903,1,1041880000107,LOGOSERV RECURSOS HUMANOS LTDA,BA,Salvador
201903,1,44144293000156,CRODA DO BRASIL LTDA,SP,Campinas
201903,1,18139082000115,L T C COMERCIO E SERVICOS EIRELI,SP,Campinas
201903,1,83664979000120,SOCIEDADE RECREATIVA MAMPITUBA,SC,Criciúma
201903,1,8306731000171,PRLOG LOGISTICA E TRANSPORTE LTDA,PR,Campo Largo
201903,1,10667371000185,VESTE LEVE MODA LTDA,PR,Curitiba
201903,1,60833910000187,INSTITUICAO ADVENT CENTRAL BRAS DE EDUC E ASS SOCIAL,DF,Brasília
201903,1,23329207000100,PRINCIPAL PINTURAS LTDA,DF,Brasília
201903,1,82301789000185,METALURGICA HOSPITALAR INDUSTRIA E COMERCIO DE APARELHOS ELETROMEDICOS LTDA,PR,São José dos Pinhais
201903,1,1276767000100,FRANCOVIG TRANSPORTES COLETIVOS LTDA,PR,São José dos Pinhais
201903,1,83660225000100,ASSOCIACAO ROGACIONISTA DE EDUCACAO E ASSISTENCIA SOCIAL (AREAS),SC,Criciúma
201903,1,5440380000107,S&M TRANSPORTES S.A,MG,Belo Horizonte
201903,1,25268012000122,SANTA CASA DE MISERICÓRDIA HOSPITAL SÃO FRANCISCO ASSIS,MG,Três Pontas
201903,1,4221023000187,VVLOG LOGISTICA LTDA.,SP,Jundiaí
201903,1,6855175000167,SERVI SAN LTDA,PI,Teresina
201903,1,9184779000117,MOVEIS ESPLANADA LTDA,SP,Jundiaí
201903,1,8800009000199,ICOURIER LOGISTICA LTDA,SP,Osasco
201903,1,3606810000184,KAIANI MALHAS LTDA,SC,Massaranduba
201903,1,10913161000120,MAIS CONSTRUTORA LTDA,MG,Montes Claros
201903,1,3409366000107,SANTA CASA DE MISERICORDIA DE LAGOA SANTA,MG,Lagoa Santa
201903,1,22056826000105,OMPI DO BRASIL INDUSTRIA E COMERCIO DE EMBALAGENS FARMACEUTICAS LTDA,MG,Sete Lagoas
201903,1,0086165000128,CONSTRUTORA ARTEC S/A,DF,Brasília
201903,1,19972249000197,REAL COMERCIO LTDA,MG,Belo Horizonte
201903,1,72582257000100,LLAL PRODUTOS DE BELEZA LTDA,DF,Brasília
201903,1,15537729000179,UPIARA EMPREENDIMENTOS E PARTICIPACOES S/A.,DF,Brasília
201903,1,8365527000121,NEOORTHO PRODUTOS ORTOPEDICOS S.A.,PR,Curitiba
201903,1,0289348000140,KINGSPAN - ISOESTE CONSTRUTIVOS ISOTERMICOS S/A,GO,Anápolis
201903,1,83658450000101,BEBIDAS NUERNBERG LTDA,SC,Criciúma
201903,1,3886874000186,SERV-CAMP TERCEIRIZACAO DE MAO DE OBRA E COMERCIO EIRELI,SP,Campinas
201903,1,6942321000191,MOACYR SM COMÉRCIO LTDA,MG,Três Pontas
201903,1,2018322000193,ANDAIMES TEC - LIT LTDA,ES,Aracruz
201903,1,19587543000185,CB CAMPINAS COMERCIO DE ALIMENTOS LTDA,SP,Campinas
201903,1,46043881000129,LICEU SALESIANO NOSSA SENHORA AUXILIADORA,SP,Campinas
201903,1,19947036000105,SIS SERVICOS DE SEGURANCA PRIVADA EIRELI,SP,Campinas
201903,1,3907818000180,USEALL SOFTWARE LTDA.,SC,Criciúma
201903,1,42288886000160,CENTRO DE PESQUISAS DE ENERGIA ELETRICA CEPEL,RJ,Rio de Janeiro
201903,1,3491678000102,SCH MAQUINAS E EQUIPAMENTOS EIRELI,SC,Salete
201903,1,17097551000118,RAPIDO RESENDE LTDA,MG,Contagem
201903,1,97428668000176,ELFE OPERACAO E MANUTENCAO S.A.,RJ,Macaé
201903,1,97428668000176,ELFE OPERACAO E MANUTENCAO S.A.,RJ,Macaé
201903,1,97428668000176,ELFE OPERACAO E MANUTENCAO S.A.,RJ,Macaé
201903,1,97428668000176,ELFE OPERACAO E MANUTENCAO S.A.,RJ,Macaé
201903,1,97428668000176,ELFE OPERACAO E MANUTENCAO S.A.,RJ,Macaé
201903,1,4940750000102,PERBONI S/A,DF,Brasília
201903,1,16697311000191,PORT SERVICE PRESTACAO DE SERVICOS LTDA,DF,Brasília
201903,1,42101311000197,BRASDRIL SOCIEDADE DE PERFURACOES LTDA,RJ,Macaé
201903,1,44599041000111,CENTRO RADIOLOGICO CAMPINAS LTDA,SP,Campinas
201903,1,19224814000138,CONSORCIO RENOVA AMBIENTAL,SP,Campinas
201903,1,22544297000199,FM2C SERVICOS VOLANTES LTDA,SP,Campinas
201903,1,5968355000192,STS ENGENHARIA LTDA,BA,Lauro de Freitas
201903,1,14926556000118,SMF LOGISTICA E TRANSPORTES LTDA,BA,Lauro de Freitas
201903,1,1404158000190,PEARSON EDUCATION DO BRASIL LTDA,SP,Campinas
201903,1,3225646000165,COPLAN CONSTRUCOES PLANEJAMENTO IND E COMERCIO LTDA,MS,Campo Grande
201903,1,42980706000107,MELLORE ALIMENTOS LTDA,MG,Betim
201903,1,2544972000172,NILTEK SERVICOS EIRELI - EPP,SE,Aracaju
201903,1,2278625000145,LABORATORIO DE ANALISES CLINICAS CONFIANCE LTDA.,SP,Campinas
201903,1,12964775000166,URBAN SERVICOS E TRANSPORTES LTDA,RS,Charqueadas
201903,1,1955808000195,FUNDACAO PARA INOVACOES TECNOLOGICAS - FITEC,PE,Recife
201903,1,1105075000108,INTERTRIM LTDA,SP,Caçapava
201903,1,42929315000168,DINEX ENGENHARIA MINERAL LTDA,MG,Belo Horizonte
201903,1,11374000000178,NURSES - SERVICOS DE SAUDE DA AMAZONIA LIMITADA,AM,Manaus
201903,1,7533840000169,SAGA SERVICOS TERCEIRIZADOS EIRELI,DF,Brasília
201903,1,37142932000189,SISTEMA DE EMERGENCIA MOVEL DE BRASILIA LTDA,DF,Brasília
201903,1,5381281000193,COMERCIAL ELETRICA DW LTDA,PR,Curitiba
201903,1,0618561000159,LEAL COBRANCAS DE TITULOS LTDA.,DF,Brasília
201903,1,26272787000134,MAG SERVICOS DE APOIO ADMINISTRATIVO LTDA,DF,Brasília
201903,1,61705380000154,FUNDACAO DE APOIO A PESQUISA AGRICOLA,SP,Campinas
201903,1,2234234000129,MAXION WHEELS DO BRASIL LTDA.,SP,Santo André
201903,1,5644020000119,EMPLAL NORDESTE EMBALAGENS PLASTICAS LTDA,PE,Cabo de Santo Agostinho
201903,1,3717003000139,RODONORTE TRANSPORTES LTDA,SC,Tubarão
201903,1,8805926000166,"JMR SERVICOS DE PORTARIA, LIMPEZA E ALARMES - EIRELI",SP,Jundiaí
201903,1,11592963000148,TOYO INK BRASIL LTDA.,SP,Jundiaí
201903,1,11263343000165,AP PONTO CONSTRUCAO E INCORPORACAO LTDA,MG,Belo Horizonte
201903,1,6656656000143,CACIQUE PETROLEO LTDA,PI,Teresina
201903,1,6267018000130,HOLLUS SERVICOS TECNICOS ESPECIALIZADOS LTDA,GO,Goiânia
201903,1,3842333000156,SAO JORGE SHOPPING DA CONSTRUCAO LTDA,GO,Goiânia
201903,1,85242717000100,METALURGICA SPILLERE LTDA,SC,Nova Veneza
201903,1,83663625000160,SIDERURGICA CATARINENSE LTDA,SC,Criciúma
201903,1,2697984000137,CONFECCOES VO-MARIA LTDA,SC,Gaspar
201903,1,5348357000189,CONSTRUJOB EDIFICACOES LTDA,MG,Contagem
201903,1,13407500000194,OPTAR SERVICOS TERCEIRIZADOS EIRELI,MG,Contagem
201903,1,4606250000120,JOMAGA PARTICIPACÕES LTDA,DF,Brasília
201903,1,5597131000111,DF GENERICA - COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,DF,Brasília
201903,1,82745332000160,MADEIREIRA TRES ESTADOS LTDA,SC,Mafra
201903,1,79942272000160,TISCOSKI DISTRIBUIDORA COMERCIAL LTDA,SC,Forquilhinha
201903,1,77997187000174,NORDICA VEICULOS S/A,PR,Curitiba
201903,1,0523183000120,NUMERO 1 ACADEMIA DE GINASTICA EIRELI,DF,Brasília
201903,1,14864244000127,OLIVEIRA & MELLO - SERVICOS MEDICOS E DE SAUDE LTDA,DF,Brasília
201903,1,18087870000105,REDECINE BSB CINEMATOGRAFICA LTDA,DF,Brasília
201903,1,1017250000105,VOETUR TURISMO E REPRESENTACOES LTDA,DF,Brasília
201903,1,0751089000128,COMERCIO DE MEDICAMENTOS MAEOKA LTDA.,PR,Curitiba
201903,1,42493940000100,AMBIENT AIR AR CONDICIONADO LTDA,RJ,Rio de Janeiro
201903,1,24870113000106,IBM GLOBAL FINANCING BRASIL ADMINISTRACAO E SERVICOS LTDA.,RJ,Rio de Janeiro
201903,1,13785151000144,TO COMERCIO DE CONFECCOES E CALCADOS E SERVICOS DE APOIO ADMINISTRATIVO LTDA,DF,Brasília
201903,1,75534974000154,CONFER CONSTRUTORA FERNANDES LTDA,SC,Criciúma
201903,1,30440119000146,ACR SERVICOS INDUSTRIAIS EIRELI,RJ,Resende
201903,1,86389756000190,SANESERVIS ADMINISTRACAO DE SERVICOS LTDA,MG,Belo Horizonte
201903,1,17834328000106,CPS 2 TERCEIRIZACAO DE SERVICOS PARA EDIFICIOS E CONDOMINIOS LTDA,SP,Campinas
201903,1,78880788000165,TOPLAY SPORT ROUPAS LTDA,SC,Criciúma
201903,1,8980541000135,GIASSI CONSTRUTORA E INCORPORADORA LTDA,SC,Içara
201903,1,82945932000171,PARATI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,SC,São Lourenço do Oeste
201903,1,1175068000174,DATA TRAFFIC S/A,GO,Aparecida de Goiânia
201903,1,8644690000123,CET-SEG SEGURANCA ARMADA LTDA,PI,Teresina
201903,1,11069547000160,LOGMAM TRANSPORTES LTDA,SP,Jundiaí
201903,1,45512555000150,PASSARELA MODAS LTDA,SP,Jundiaí
201903,1,86375656000104,BENECKE IRMAOS & CIA LTDA,SC,Timbó
201903,1,10542212000154,QUERO EDUCACAO SERVICOS DE INTERNET LTDA,SP,São José dos Campos
201903,1,84117159000180,COMERCIAL RISADINHA LTDA,AM,Manaus
201903,1,3116706000101,TALIMPO LIMPEZA URBANA - EIRELI,RN,Natal
201903,1,6178265000160,INDUSTRIA METALURGICA METALGONDOLAS LTDA,SP,Itajobi
201903,1,5574407000146,DISTRIBUIDORA SAO JOSE LTDA,AM,Manaus
201903,2,XXXXXXX,XXXXXXX,MG,Várzea da Palma
201903,1,10459515000108,L.A. INSTALACOES LTDA,MG,Belo Horizonte
201903,1,2971616000135,ABC TRANSPORTES COLETIVOS DE CACAPAVA LTDA.,SP,Caçapava
201903,1,2717460000160,JUIZ DE FORA-EMPRESA DE VIGILANCIA LTDA,DF,Brasília
201903,1,0533018000159,SARKIS & SARKIS LTDA,DF,Brasília
201903,1,18302544000173,HOMELIFE SERVICOS DE EMERGENCIA MOVEL E HOMECARE LTDA,DF,Brasília
201903,1,12455479000130,TORO INVESTIMENTOS S/A,MG,Belo Horizonte
201903,1,23732890000121,UNIMED DE MANAUS EMPREENDIMENTOS S.A,AM,Manaus
201903,1,9529706000110,LANCHERO ALIMENTOS DO BRASIL LTDA,SP,Marília
201903,1,1527104000111,ERNESTO BORGES ADVOGADOS S/S,MS,Campo Grande
201903,1,8850962000141,INSTITUTO D'OR DE GESTAO DE SAUDE PUBLICA,RJ,Rio de Janeiro
201903,1,6349916000138,ANDRITZ SEPARATION INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE FILTRACAO LTDA,SC,Pomerode
201903,1,3405415000133,MINERACAO COMISA LTDA,MG,Brumadinho
201903,1,90347840000118,THYSSENKRUPP ELEVADORES SA,RS,Guaíba
201903,1,23663726000100,K10 - COMERCIO E REPOSICAO DE PRODUTOS LTDA,SP,Campinas
201903,1,9611560000157,DM TERCEIRIZACAO DE SERVICOS E ADMINISTRACAO LOGISTICA EIRELI,SC,Criciúma
201903,1,9039659000126,R & J PRODUTOS ALIMENTICIOS EIRELI,GO,Anápolis
201903,1,33722224000166,ASSOCIACAO BENEFICENTE ISRAELITA DO RIO DE JANEIRO,RJ,Rio de Janeiro
201903,1,11674790000107,GRABALOS COMANDO SEGURANCA LTDA,GO,Anápolis
201903,1,2028121000177,CAJUEIRO MOTOS LTDA,PI,Floriano
201903,1,3851397000113,FUNDACAO VESPASIANENSE DE SAUDE,MG,Vespasiano
201903,1,4263318000116,TWO TAXI AEREO LTDA,SP,Jundiaí
201903,1,18181313000159,LASSANE TECNOLOGIA EM ENCADERNAÇÕES LTDA,MG,Três Pontas
201903,1,42846634000100,PAULINERIS TRANSPORTES E ENCOMENDAS LTDA,MG,Alfenas
201903,1,87733077000159,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSOCIADOS PAMPA GAUCHO - SICREDI PAMPA GAUCHO,RS,Itaqui
201903,1,3732305000186,BRASILIA EMPREENDIMENTOS ESPORTIVOS LTDA,DF,Brasília
201903,1,5926726000173,"MODULO ENGENHARIA, CONSULTORIA E GERENCIA PREDIAL LTDA",DF,Brasília
201903,1,32911992000103,NEPHRON BRASILIA SERVICOS MEDICOS LTDA,DF,Brasília
201903,1,61282661000141,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,SP,Taboão da Serra
201903,1,0072447000176,TRANSPORTES GERAIS BOTAFOGO LTDA,DF,Brasília
201903,1,39699327000139,MARFOOD COMERCIO E SERVICOS DE HOTELARIA LTDA,RJ,Macaé
201903,1,39699327000139,MARFOOD COMERCIO E SERVICOS DE HOTELARIA LTDA,RJ,Macaé
201903,1,80445679000161,BPM PRE-MOLDADOS EIRELI,SC,Criciúma
201903,1,0330845000145,SERV BRASILEIRO DE APOIO AS MICRO E PEQUENAS EMPRESAS,DF,Brasília
201903,1,13379966000123,SOUZA RODRIGUES CONSTRUTORA LTDA,DF,Brasília
201903,1,5122892000117,T E S E - TERCEIRIZACAO DE SERVICOS LTDA,DF,Brasília
201903,1,11805397000105,BEACH PARK HOTEIS E TURISMO S/A,CE,Aquiraz
201903,1,6248362000182,TRANSPORTES DE CARGAS IRMAOS MACIEL LTDA,SP,Jundiaí
201903,1,6373063000170,PRODELOG TRANSPORTES LTDA,SP,Jundiaí
201903,1,11117396000178,GLOBALTEC SOLUCOES EM INFORMATICA LTDA,DF,Brasília
201903,1,4507991000154,CONDOMINIO DO EDIFICIO LIDER FLAT SERVICE,DF,Brasília
201903,1,2116081000115,SERPO-SERVICOS DE PORTARIA LTDA,RS,Porto Alegre
201903,1,10927264000149,FONTANELLA TRANSPORTES & TERRAPLANAGEM LTDA,SC,Criciúma
201903,1,20645508000154,FM2C SERVICOS GERAIS LTDA.,SP,Campinas
201903,1,0655037000158,HUNTINGTON CENTRO DE MEDICINA REPRODUTIVA S.A.,SP,São Paulo
201903,1,3995048000175,PST TELEATENDIMENTO LTDA,SP,Campinas
201903,1,97493373000183,MALINSKI MADEIRAS LTDA,SC,Curitibanos
201903,1,11402607000114,TELEMARKETING SUL DE MINAS LTDA,MG,Elói Mendes
201903,1,85461093000104,ASSOCIACAO HOSPITALAR E EDUCACIONAL DE POMERODE,SC,Pomerode
201903,1,1190738000121,SEMPRE EMPRESA DE SEGURANCA LTDA,SP,Campinas
201903,1,5512512000150,MC ENGENHARIA E COMERCIO LTDA,PI,Teresina
201903,1,3264927000127,MANAUS AMBIENTAL S.A.,AM,Manaus
201903,1,88613922000115,IMDEPA ROLAMENTOS IMPORTACAO E COMERCIO LTDA,SP,Barueri
201903,1,5802590000190,CONSTRUTORA JUREMA LTDA,PI,Teresina
201903,1,4049976000100,AVANADE DO BRASIL LTDA,SP,Barueri
201903,1,50935576000119,PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA,SP,Jundiaí
201903,1,51865855000116,PREST-SERV JUNDIAI TRANSPORTES E SERVICOS LTDA,SP,Jundiaí
201903,1,6114935001580,KOMLOG IMPORTACAO LTDA. - EM RECUPERACAO JUDICIAL,SC,Palhoça
201903,1,12978051000171,PHOENIX COMERCIO E SERVICOS DE LIMPEZA LTDA,DF,Brasília
201903,1,42278473000103,WIZ SOLUCOES E CORRETAGEM DE SEGUROS S.A,DF,Brasília
201903,1,5833746000108,GRANHA LIGAS LTDA,MG,Conselheiro Lafaiete
201903,1,0444232000139,INDUSTRIA DE MATERIAL BELICO DO BRASIL IMBEL,DF,Brasília
201903,1,26093870000146,RACLI LIMPEZA URBANA LTDA,SC,Criciúma
201903,1,46044053000105,NORTEL SUPRIMENTOS INDUSTRIAIS S/A,SP,Campinas
201903,1,45986718000137,TECIDOS FIAMA LIMITADA,SP,Campinas
201903,1,11483159000120,LP PRESTACAO DE SERVICOS LTDA,GO,Anápolis
201903,1,23294509000190,"SOLTEC BRASIL INDUSTRIA, COMERCIO E SERVICOS DE ENERGIAS RENOVAVEIS LTDA",BA,Lauro de Freitas
201903,1,92733559000149,SUPERMERCADO GECEPEL LTDA.,RS,Porto Alegre
201903,1,43061654000138,BRUDDEN EQUIPAMENTOS LTDA,SP,Pompéia
201903,1,13406686000167,SIG SOFTWARE & CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,RN,Natal
201903,1,0049791000144,HOSPITAL SANTA HELENA S/A,DF,Brasília
201903,1,0025160000195,AUTOCAM DO BRASIL USINAGEM LTDA.,SP,Campinas
201903,1,4600555000125,SOCIEDADE REGIONAL DE ENSINO E SAUDE LTDA,SP,Campinas
201903,1,3446513000119,UNIVERSO EMPREENDIMENTOS EIRELI,PE,Olinda
201903,1,1233060000117,TRANSPORTADORA ALMEIDA DE MARILIA LTDA,SP,Marília
201903,1,25249256000168,EXATA SERVICE LTDA,GO,Anápolis
201903,1,0489050000184,JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A,PR,Curitiba
201903,1,12557528000145,JL&M CONSTRUTORA E INCORPORADORA EIRELI,DF,Brasília
201903,1,72646029000156,SUPER SACOLAO DA VERDURA LTDA,DF,Brasília
201903,1,0720144000112,UNIAO EDUCACIONAL DO PLANALTO CENTRAL S.A,DF,Brasília
201903,1,11210087000148,TELLEMAX CONSULTORIA EM TELEMARKETING LTDA,SP,Campinas
201903,1,1038751000160,FUNDACAO DE ASSISTENCIA SOCIAL DE ANAPOLIS,GO,Anápolis
201903,1,6922858000190,DIAGMAX SERVICOS MEDICOS S/S LTDA,AM,Manaus
