competencia,TPInscricao,NRCNPJCEI,razaosocial,estado,nomunicipio
202002,1,79942140000139,TRANSMAGNA TRANSPORTES EIRELI,SP,Guarulhos
202002,1,3523549000159,TRANSBEN TRANSPORTES LTDA,SC,Brusque
202002,1,11345107000198,COMPLIANCE EMPREENDIMENTOS E SERVICOS,DF,Brasília
202002,1,3277956000123,TECNOSEG TECNOLOGIA EM SERVICOS LTDA,GO,Goiânia
202002,1,8029323000110,VANGUARD HOME EMPREENDIMENTOS IMOBILIARIOS LTDA,PR,Londrina
202002,1,2421888000161,IGREJA VIDEIRA,GO,Goiânia
202002,1,84927169000181,STEIN TELECOM LTDA,PR,Cascavel
202002,1,71461453000163,J.H.R DISTRIBUIDORA LTDA,MG,Brasília de Minas
202002,1,21238489000104,EXCELLENCE PARK SUL EMPREENDIMENTOS IMOBILIARIOS S.A.,DF,Brasília
202002,1,7265939000127,LIDER TELECOM COMERCIO E SERVICOS EM TELECOMUNICACAO LTDA. EM RECUPERACAO JUDICIAL,SP,Poá
202002,1,13543208000107,MB COMERCIO DE TINTAS LTDA,RJ,Rio de Janeiro
202002,1,18683283000189,TOPFOR RIO VEICULOS LTDA,RJ,Rio de Janeiro
202002,1,42945394000109,NEOCENTER S/A,MG,Belo Horizonte
202002,1,76642891000141,PROCOPIO INDUSTRIA E COMERCIO LTDA,PR,Campo Largo
202002,1,51855716000101,RODOBENS ADMINISTRADORA DE CONSORCIOS LTDA.,SP,São José do Rio Preto
202002,1,28138113000177,CASA DO ADUBO S.A,ES,Vitória
202002,1,8174089000114,ALMAVIVA DO BRASIL TELEMARKETING E INFORMATICA S/A,SP,São Paulo
202002,1,3604394000185,SOCIEDADE ESPIRITA DE AMPARO AO MENOR CASA DO CAMINHO,DF,Brasília
202002,1,70313499000172,"MELO, MARTINI & PARADA ADVOGADOS ASSOCIADOS",RN,Natal
202002,1,12837042000160,PERSONALCOB - SERVICOS FINANCEIROS LTDA,SP,São Paulo
202002,1,24962466000136,RUMO MALHA NORTE S.A,MT,Rondonópolis
202002,1,11701069000169,AMVIAN INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA.,SP,Atibaia
202002,1,2426640000193,UNIFORTE AMERICANA ENGENHARIA E CONSTRUTORA LTDA,SP,Campinas
202002,1,23264934000136,HOUSE TOTAL ADMINISTRACAO CONDOMINIAL EIRELI,DF,Brasília
202002,1,72576143000157,SERVICOS HOSPITALARES YUGE S.A,DF,Brasília
202002,1,12508534000102,INSTITUTO DE EDUCACAO PROJETO VIDA,SP,São Paulo
202002,1,7604623000112,INTIMUS PES - INDUSTRIA DE CALCADOS LTDA,SP,Jaú
202002,1,2647165000185,CONVERD CONSTRUCAO CIVIL EIRELI,SP,Campinas
202002,1,62100581000190,INCOFLANDRES INDUSTRIA E COMERCIO DE FLANDRES LTDA,RJ,Volta Redonda
202002,1,1468594000122,LG INFORMATICA S/A,GO,Aparecida de Goiânia
202002,1,29082354000104,CONSORCIO TERMICA DO ACU,RJ,São João da Barra
202002,1,55064661000172,IKEDA EMPRESARIAL LTDA,SP,Marília
202002,1,11240495000142,J R LIMPEZA E CONSERVACAO EIRELI,PA,Belém
202002,1,6267018000130,HOLLUS SERVICOS TECNICOS ESPECIALIZADOS LTDA,GO,Goiânia
202002,1,73795486000175,STAMPA ARTEFATOS DE COURO LTDA,RS,Novo Hamburgo
202002,1,86501400000104,TRANSPORTADORA PITUTA LTDA,MG,Paraisópolis
202002,1,5592812000197,ILUMISOL ENERGIA SOLAR EIRELI,PR,Cascavel
202002,1,1096463000161,MISTRAS SOUTH AMERICA LTDA,SP,São Paulo
202002,1,4350057000171,S & M CONSERVACAO E LIMPEZA EIRELI,MG,Belo Horizonte
202002,1,4169558000156,CALLU MODAS LTDA,SP,Conchas
202002,1,44745024000145,ASSOCIACAO DO HOSPITAL E MATERNIDADE SAO JOSE DE BARRA BONITA,SP,Barra Bonita
202002,1,78216298000169,BILU INDUSTRIA DE ALIMENTOS S/A,SC,Brusque
202002,1,27787717000181,CONSTRUTORA MANICOBA EIRELI,DF,Brasília
202002,1,0018978000180,IATE CLUBE DE BRASILIA,DF,Brasília
202002,1,71123251000101,CCM CONSERVACAO E LIMPEZA EIRELI,MG,Barão de Cocais
202002,1,1397555000181,DBM CALL CENTER LTDA,PR,Curitiba
202002,1,26244328000147,ESPIRAL SERVICOS DE ANTENAS EIRELI,RJ,Rio de Janeiro
202002,1,5206246000138,CONTAAZUL SOFTWARE LTDA,SC,Joinville
202002,1,2297980000161,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,PI,Teresina
202002,1,5911108000150,M. R. ALIMENTACAO INDUSTRIAL LTDA,ES,São Mateus
202002,1,1031060000134,EXPRESSO SATELITE NORTE LIMITADA,GO,Goiânia
202002,1,88887021000111,CALCADOS MARTE LTDA,RS,Nova Hartz
202002,1,27187087000104,SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim
202002,1,13338712000167,MARTINS & BRUCHMAM MARTINS LTDA,MT,Colíder
202002,1,17856676000184,ENERGIZA ENGENHARIA EIRELI,DF,Brasília
202002,1,20550767000100,F PORTELA INDUSTRIA E COMERCIO DE CASTANHAS E ALIMENTOS EIRELI,DF,Brasília
202002,1,23386112000128,HOUSE CLEAN ADMINISTRACAO CONDOMINIAL EIRELI,DF,Brasília
202002,1,38053377000181,HPEX APOIO ADMINISTRATIVO EIRELI,DF,Brasília
202002,1,42150391002203,BRASKEM S/A,AL,Maceió
202002,1,13179251000127,ESEC EMPRESA DE SERVICOS ELETRICOS E CONSTRUCOES S.A.,MG,Montes Claros
202002,1,78453669000126,LUSON VEICULOS LTDA,PR,São José dos Pinhais
202002,1,1202603000139,SEGREDO MINEIRO ALIMENTOS LTDA,DF,Brasília
202002,1,5061316000107,PLURIS MIDIA LTDA,SP,São Paulo
202002,1,0437182000162,UNIK CONSTRUTORA E INCORPORADORA LTDA.,DF,Brasília
202002,1,2277205000144,VERT SOLUCOES EM INFORMATICA LTDA,DF,Brasília
202002,1,16438624000125,ISAS - INSTITUTO DE SAUDE E ACAO SOCIAL,BA,Feira de Santana
202002,1,62948658000187,TEADIT JUNTAS LTDA,SP,Campinas
202002,1,86819323000127,FUNDACAO PRO CERRADO,GO,Goiânia
202002,1,3790904000156,COMERCIAL CARAPA DE SECOS E MOLHADOS LTDA,MT,Colíder
202002,1,32410037000184,FUNDACAO EDUCACIONAL SEVERINO SOMBRA,RJ,Vassouras
202002,1,28683712000171,SANTA CASA DE MISERICORDIA DE BARRA MANSA,RJ,Barra Mansa
202002,1,19264693000158,PRIME PARK ESTACIONAMENTOS LTDA.,RJ,Rio de Janeiro
202002,1,10249724000127,INSTITUTO DE TERAPIA INTENSIVA DAS AMERICAS LTDA,GO,Goiânia
202002,1,19572597000177,EMBALIXO INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA,SP,Campinas
202002,1,7273592000164,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORT,CE,Fortaleza
202002,1,0655037000158,HUNTINGTON CENTRO DE MEDICINA REPRODUTIVA S.A.,SP,São Paulo
202002,1,5934885000110,LABORATORIO MORALES LTDA,SP,Promissão
202002,1,2294399000196,SMART BUILDING SERVICOS TECNICOS E CONSTRUCAO CIVIL LTDA,DF,Brasília
202002,1,15464658000121,STO ATACADISTA DE ALIMENTOS EIRELI,DF,Brasília
202002,1,30098433000192,SOPHISTIQUE INCORPORACAO NOROESTE SPE LTDA,DF,Brasília
202002,1,27677992000142,TAK EMPREENDIMENTOS LTDA,DF,Brasília
202002,1,83318022000121,CFA CONSTRUCOES TERRAPLENAGEM E PAVIMENTACAO LTDA,PA,Benevides
202002,1,22690390000101,AUTO LOTACAO PRINCESA DO NORTE LTDA,MG,Montes Claros
202002,1,92771286000127,TLSV ENGENHARIA LTDA,RS,Porto Alegre
202002,1,10879456000127,FRIOSERVICE TRANSPORTES LTDA.,RN,Parnamirim
202002,1,1514533000154,D.C.S. CENTRO AUTOMOTIVO LTDA,DF,Brasília
202002,1,46923934000104,FELICIO VIGORITO & FILHOS LTDA,SP,Guarulhos
202002,1,3790408000100,TMKT SERVICOS DE MARKETING LTDA.,SP,Poá
202002,1,29060647000190,ORMEC ENGENHARIA LTDA,RJ,Volta Redonda
202002,1,67405936000173,PEUGEOT-CITROEN DO BRASIL AUTOMOVEIS LTDA,RJ,Porto Real
202002,1,28672087000162,SAINT-GOBAIN CANALIZACAO LTDA,RJ,Barra Mansa
202002,1,23244415000106,COHAMA ENGENHARIA LTDA,MA,São Luís
202002,1,17408690000115,EUROSEG VIGILANCIA E SEGURANCA LTDA,DF,Brasília
202002,1,5123972000197,INSTITUTO CENTRO DE PESQUISA E DESENVOLVIMENTO EM TECNOLOGIA DE SOFTWARE,DF,Brasília
202002,1,14363010000104,INSTITUTO DE EDUCACAO ALMEIDA VIEIRA LTDA,DF,Brasília
202002,1,2125806000131,ISO CLEAN SERVICOS LTDA,SP,Campinas
202002,1,59600643000119,CASALE EQUIPAMENTOS LTDA,SP,São Carlos
202002,1,27502715000107,FUND SOCIAL RURAL DE COLATINA,ES,Colatina
202002,1,3553145000108,NEOGRID SOFTWARE LTDA,SC,Joinville
202002,1,55930630000157,ANDAIMES METAX EQUIPAMENTOS LTDA,SP,Campinas
202002,1,78638061000176,PLAENGE EMPREENDIMENTOS LTDA,PR,Londrina
202002,1,7706255000113,ROLIM MACHADO NATAL ESTRUTURAS DE CONCRETO LTDA,RN,Natal
202002,1,28674489000104,SOBEU - ASSOCIACAO BARRAMANSENSE DE ENSINO,RJ,Barra Mansa
202002,1,65993453000101,RODOBENS COMERCIO E LOCACAO DE VEICULOS LTDA.,SP,São José do Rio Preto
202002,1,96336466000131,MIAMI SPORTS IMPORTADORA E EXPORTADORA LTDA,SP,Campinas
202002,1,8512037000100,GHISOLFI LOGISTICA E TRANSPORTE LTDA,ES,Serra
202002,1,66702325000124,TORA LOGISTICA ARMAZENS E TERMINAIS MULTIMODAIS S/A,MG,Contagem
202002,1,29251097000197,INSTITUTO DE MEDICINA NUCLEAR E ENDOCRINOLOGIA LTDA,RJ,Campos dos Goytacazes
202002,1,3729834000120,GUANABARA AGRICOLA LTDA,MT,Nova Olímpia
202002,1,12060919000150,EXCELENCIA LOCACAO DE MAO DE OBRA LTDA,PI,Teresina
202002,1,9558615000102,AGROPECUARIA NOSSA SENHORA DO BONSUCESSO LTDA,BA,Sátiro Dias
202002,1,3873484000171,EMPREZA GESTAO DE PESSOAS E SERVICOS LTDA - EM RECUPERACAO JUDICIAL,GO,Goiânia
202002,1,3571044000160,MA AUTOMOTIVE BRASIL LTDA.,RJ,Porto Real
202002,1,33584517000124,FILIPERSON NACIONAL DE REFLORESTAMENTO INDUSTRIA E COMERCIO DE PAPEIS ESPECIAIS S/A,RJ,Rio de Janeiro
202002,1,42429480000150,FUNDACAO UNIVERSITARIA JOSE BONIFACIO,RJ,Rio de Janeiro
202002,1,19447199000129,"CONCENTRIX BRASIL TERCEIRIZACAO DE PROCESSOS, SERVICOS ADMINISTRATIVOS E TECNOLOGIA EMPRESARIAL LTDA.",SP,São Paulo
202002,1,2364587000143,"P.H.E. TINTAS, HIDRAULICA E ELETRICA LTDA",SP,Campinas
202002,1,44269579000168,SEISA SERVICOS INTEGRADOS DE SAUDE LTDA.,SP,Guarulhos
202002,1,59998849000149,ASSOCIACAO RANIERI DE EDUCACAO E CULTURA LTDA,SP,Bauru
202002,1,9267406000100,VISAN SEGURANCA PRIVADA EIRELI,DF,Brasília
202002,1,36542025000164,BRQ SOLUCOES EM INFORMATICA S.A,SP,Barueri
202002,1,6127582000158,ABILITY TECNOLOGIA E SERVICOS S/A,SP,Osasco
202002,1,2116946000143,JFM INDUSTRIA E COMERCIO LTDA,BA,Feira de Santana
202002,1,2116946000143,JFM INDUSTRIA E COMERCIO LTDA,BA,Feira de Santana
202002,1,76801166000179,O BOTICARIO FRANCHISING LTDA,PR,São José dos Pinhais
202002,1,28468289000197,F&F CO SERVICOS E ALIMENTACAO LTDA,SP,Bauru
202002,1,28961084000149,SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS,RJ,Campos dos Goytacazes
202002,1,0877761000126,DEL MORO & DEL MORO LTDA,MT,Alta Floresta
202002,1,21040696000150,ASSOCIACAO DE INTEGRACAO SOCIAL DE ITAJUBA,MG,Itajubá
202002,1,23347420000144,BOCAIUVA MECANICA LTDA,MG,Bocaiúva
202002,1,11676185000175,BAHIAMIDO S/A,BA,Laje
202002,1,1569466000175,ARQUIDIOCESE DE GOIANIA,GO,Goiânia
202002,1,11361411000129,ASSOCIACAO BENEFICENTE DE COMBATE AO CANCER,RJ,Rio de Janeiro
202002,1,32500977000164,FLORESTA COMERCIO E INDUSTRIA S A,RJ,Volta Redonda
202002,1,4779685000177,OFS RJ LTDA,RJ,Volta Redonda
202002,1,5791379000119,SETER ADVANCE SERVICOS DE PRESERVACAO PATRIMONIAL LTDA,SP,Campinas
202002,1,47679824000101,AUDAC SERVICOS ESPECIALIZADOS DE ATENDIMENTO AO CLIENTE S.A.,SP,Poá
202002,1,9148262000172,K B DO NASCIMENTO,BA,Feira de Santana
202002,1,9148262000172,K B DO NASCIMENTO,BA,Feira de Santana
202002,1,9675221000134,MARCO COELHO SERVICOS EIRELI,PA,Belém
202002,1,89908727000185,VALECAR VEICULOS E PECAS LTDA,RS,Lajeado
202002,1,4683787000194,IGOMIC COMERCIO DE ALIMENTOS LTDA.,SP,Avaré
202002,1,0512569000136,SOCIEDADE EDUCACIONAL LOGOS LTDA,DF,Brasília
202002,1,10711824000123,VILA DO PEQUENINO JESUS,DF,Brasília
202002,1,58900754000188,LANDIS+GYR EQUIPAMENTOS DE MEDICAO LTDA,PR,Curitiba
202002,1,1940175000141,SOFTWAY SOFTWARES PARA COMERCIO EXTERIOR LTDA,SP,Campinas
202002,1,2599353000185,GUARULHOS TRANSPORTES S.A.,SP,Guarulhos
202002,1,21958344000188,CRISTAL TERCEIRIZACAO DE SERVICOS LTDA,DF,Brasília
202002,1,17919682000133,DANIEL F. DA SILVA FRANCA EIRELI,DF,Brasília
202002,1,26925512000152,EDUARDO ORIENTE DE OLIVIO CHIODA,DF,Brasília
202002,1,4293586000180,MANTENEDORA VICENTE DECARIA,SP,Jacareí
202002,1,58156084000137,INDAIA LOGISTICA INTERNACIONAL LTDA,SP,Santos
202002,1,23951916000122,FUNDACAO DE ENSINO SUPERIOR DO VALE DO SAPUCAI,MG,Pouso Alegre
202002,1,12310579000178,LIGA ALAGOANA CONTRA A TUBERCULOSE,AL,Maceió
202002,1,35918663000174,ADECCO RECURSOS HUMANOS S.A.,SP,São Paulo
202002,1,1534930000198,ICARO TECHNOLOGIES SERVICOS E COMERCIO LTDA,SP,Campinas
202002,1,86984481000302,SERCOM LTDA.,SP,Taboão da Serra
202002,1,18126983000172,ESCALE SEO MARKETING DIGITAL LTDA,SP,São Paulo
202002,1,17625216000145,DUFRY LOJAS FRANCAS LTDA.,SP,Guarulhos
202002,1,51370575000137,PROGRESSO E DESENVOLVIMENTO DE GUARULHOS SA PROGUARU,SP,Guarulhos
202002,1,43368422000127,LOCAR GUINDASTES E TRANSPORTES INTERMODAIS LTDA.,SP,Guarulhos
202002,1,24823958000140,INSTITUICAO ADVENTISTA CENTRO OESTE DE PROMOCAO A SAUDE,DF,Brasília
202002,1,28481233000172,INSTITUTO DE GESTAO ESTRATEGICA DE SAUDE DO DISTRITO FEDERAL - IGESDF,DF,Brasília
202002,1,42581413000157,LIBRA SERVICOS DE NAVEGACAO LTDA.,SP,São Paulo
202002,1,13668070000164,TOTAL ALIMENTACAO S/A,MG,Contagem
202002,1,2579518000157,TERRASSIS SANEAMENTO E MND LTDA,PR,Curitiba
202002,1,2350314000140,SAS AUTOMOTIVE DO BRASIL LTDA,PR,São José dos Pinhais
202002,1,79028502000180,LECLAIR INDUSTRIA E COMERCIO DE PERFUMES E COSMETICOS LTDA,PR,São José dos Pinhais
202002,1,1619790000150,SANTA CASA DE MISERICORDIA DE GOIANIA,GO,Goiânia
202002,1,0829418000106,ALUTECH ALUMINIO TECNOLOGIA LTDA,RJ,Duque de Caxias
202002,1,1571413000199,FRATERNIDADE E ASSISTENCIA A MENORES APRENDIZES,GO,Goiânia
202002,1,82647884000135,AUTO VIACAO CATARINENSE LTDA,SC,Florianópolis
202002,1,3998197000198,APRAT - ASSOCIACAO PARA RECUPERACAO DE ALCOOLATRAS E TOXICOMANOS,SC,Joinville
202002,1,4950283000193,VIACAO RIO GUAMA LTDA,PA,Belém
202002,1,2608755004277,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",AL,Maceió
202002,1,59951822000109,MARTINS & LOCOCO LAVANDERIA LTDA,SP,Caieiras
202002,1,16565111000185,CONSITA TRATAMENTO DE RESIDUOS S/A,MG,Belo Horizonte
202002,1,51641405000140,ESTRELA LOGISTICA E TRANSPORTES LTDA,SP,Santos
202002,1,2531747000100,HOSPITAL DO CORACAO DE GOIAS LTDA,GO,Goiânia
202002,1,12786836000142,AGRODAN AGROPECUARIA RORIZ DANTAS LTDA,PE,Belém de São Francisco
202002,1,10398338000105,TOTALCOB SERVICOS TERCEIRIZADOS EIRELI,PR,Cornélio Procópio
202002,1,4588246000187,USINA SANTA MARIA LTDA,BA,Medeiros Neto
202002,1,13470563000195,CONSORCIO EIT - ENCALSO,RN,Natal
202002,1,9537442000146,TRAXTERRA SERVICOS E EQUIPAMENTOS LTDA,RJ,Volta Redonda
202002,1,73922361000169,COELFER EIRELI,SP,Santo André
202002,1,49795800001530,MANETONI DISTRIBUIDORA DE PRODUTOS SIDERURGICOS IMPORTACAO E EXPORTACAO LTDA,SP,São Paulo
202002,1,6927621000100,EXPRESSO MASTER LOGISTICA E TRANSPORTE LTDA,SP,São Paulo
202002,1,48748230000160,BB TRANSPORTE E TURISMO LIMITADA,SP,Barueri
202002,1,0203629000139,IBS BUSINESS SCHOOL DE MINAS GERAIS LTDA,MG,Belo Horizonte
202002,1,14880035000177,AMBBAG INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,SP,Cafelândia
202002,1,6948119000177,TRANSMAION TRANSPORTES DE CARGAS LTDA,SP,Pratânia
202002,1,5962234000133,MATTOS & TRAVENSOLLO LTDA,SP,Duartina
202002,1,10563037000181,VISAN SERVICOS TECNICOS EIRELI,DF,Brasília
202002,1,33736033000153,NOVO LUAR HOTEL LTDA,RJ,Rio de Janeiro
202002,1,1009681000111,GE POWER & WATER EQUIPAMENTOS E SERVICOS DE ENERGIA E TRATAMENTO DE AGUA LTDA.,SP,São Paulo
202002,1,13560127000107,IF3 FACILITIES GESTAO DE FACILIDADES EIRELI,SP,Barueri
202003,1,3347463000112,VOLGA ENGENHARIA INDUSTRIA E COMERCIO LTDA,GO,Aparecida de Goiânia
202003,1,4403408000165,PANASONIC DO BRASIL LIMITADA,AM,Manaus
202003,1,9071368000115,ALESTIS DO BRASIL INDUSTRIA AEROESPACIAL LTDA,SP,São José dos Campos
202003,1,3602646000137,VERTICAL EMPRESA DE VIGILANCIA EIRELI,DF,Brasília
202003,1,2343359000197,POSITIVO EDUCACIONAL LTDA.,PR,Curitiba
202003,1,10692767000182,MARCOS ANTONIO MARINI,MS,Campo Grande
202003,1,33000167000101,PETROLEO BRASILEIRO S A PETROBRAS,RJ,Rio de Janeiro
202003,1,18972378000112,INSTITUTO BRASILEIRO DE GESTAO HOSPITALAR - IBGH,GO,Goiânia
202003,1,47741152000109,PORA SISTEMA DE REMOCOES LTDA,SP,Cubatão
202003,1,3347463000112,VOLGA ENGENHARIA INDUSTRIA E COMERCIO LTDA,GO,Aparecida de Goiânia
202003,1,65069593000198,TANBY COMERCIO DE PAPEIS LIMITADA,SP,São José dos Campos
202003,1,7352382000161,HATCH CONSULTORIA E GERENCIAMENTO DE EMPREENDIMENTOS LTDA.,MG,Belo Horizonte
202003,1,11816308000126,QUALITY IN TABACOS INDUSTRIA E COMERCIO DE CIGARROS IMPORTACAO E EXPORTACAO LTDA,RJ,Duque de Caxias
202003,1,15933237000100,S. H. ZENATTI EIRELI,MS,Dourados
202003,1,46780581000122,ALPI DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,SP,Santos
202003,1,22500917000198,GMENDES HOTEIS E PARTICIPACOES LTDA,SP,Santos
202003,1,71833107000169,SANMELL MOTOS LTDA,SP,São Vicente
202003,1,61891255000186,MARTIN ENGINEERING LTDA,SP,Campinas
202003,1,33381286000151,SUPER MERCADO ZONA SUL S A,RJ,Rio de Janeiro
202003,1,33295346000113,REAL AUTO ONIBUS LTDA,RJ,Rio de Janeiro
202003,1,5500757000168,COOPERATIVA AGROINDUSTRIAL DO ESTADO DO RIO DE JANEIRO LTDA.,RJ,Campos dos Goytacazes
202003,1,38063210000100,PECISTA DISTRIBUIÇÃO E REPRESENTAÇÃO DE AUTO PEÇAS LTDA,DF,Brasília
202003,1,94851250000260,CCS SERVICOS TERCEIRIZADOS LTDA,RS,Bento Gonçalves
202003,1,15413826000150,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,MS,Campo Grande
202003,1,3020859000150,VIA MUNDO LTDA,MG,Astolfo Dutra
202003,1,19770019000145,L.P.T CONDOMINIOS LTDA,RJ,Campos dos Goytacazes
202003,1,14512229000110,INSTITUTO ALPHA DE MEDICINA PARA SAUDE,SP,Santos
202003,1,17340112000194,INSTITUICAO ADVENTISTA DE EDUCACAO NOROESTE BRASILEIRA,AM,Manaus
202003,1,8438844000120,HOME LIFE - ASSISTENCIA DOMICILIAR EM SAUDE LTDA.,SP,Santos
202003,1,76498179000110,ELETROFRIO REFRIGERACAO LTDA.,PR,Curitiba
202003,1,6154104000137,SALUTE CLÍNICAS MÉDICAS ESPECIALIZADAS LTDA,DF,Brasília
202003,1,5783379000177,EDITORA POLIEDRO LTDA,SP,São José dos Campos
202003,1,7836442000111,RODRIMAR SA TERMINAIS PORTUARIOS E ARMAZENS GERAIS EM RECUPERACAO JUDICIAL,SP,Santos
202003,1,7317660000140,OBCAMP EDUCACAO LTDA,SP,Campinas
202003,1,7937810000118,CASSIO MINORU YOROZUYA,SP,Bastos
202003,1,3405415000133,MINERACAO COMISA LTDA,MG,Brumadinho
202003,1,13001218000102,ASSOCIACAO DO PLANO DE SAUDE DA SANTA CASA DE SANTOS,SP,Santos
202003,1,33633561000187,TRACTEBEL ENGINEERING LTDA,MG,Belo Horizonte
202003,1,19081884000184,MITRA DIOCESANA DA CAMPANHA,MG,Campanha
202003,1,21010503000118,CENTRO DE DISTRIBUICAO REDE KRILL LTDA,SP,Praia Grande
202003,1,13812717000180,"RAIZ DA SERRA - ADMINISTRACOES, PARTICIPACOES E EMPREENDIMENTOS LTDA",SP,Cubatão
202003,1,21628516000155,STOQUE MERCANTIL LTDA,MG,Uberlândia
202003,1,8687052000190,MGSEG VIGILANCIA LTDA,MG,Belo Horizonte
202003,1,33479213000105,AUTO VIACAO TRES AMIGOS S A,RJ,Rio de Janeiro
202003,1,11200726000194,UNIAO NOROESTE BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA,AM,Manaus
202003,1,0469393000187,VALMAR SERVICOS INDUSTRIAIS LTDA,AL,Maceió
202003,1,30538060000123,FRIBURGO AUTO ONIBUS LTDA,RJ,Nova Friburgo
202003,1,5066625000170,TLM - TOTAL LOGISTIC MANAGEMENT SERVICOS DE LOGISTICA LTDA.,SP,Santo André
202003,1,1934441000123,TRANSPORTES SARZEDO LTDA,MG,Sarzedo
202003,1,3182999000125,ALBENGE ENGENHARIA INDUSTRIA E COMERCIO LTDA,GO,Aparecida de Goiânia
202003,1,89470462000186,ABASTECEDORA ABM LTDA,RS,Taquara
202003,1,28963981000191,SANTA CASA DE MISERICORDIA DE CAMPOS,RJ,Campos dos Goytacazes
202003,1,28947885000150,ASSOCIACAO FLUMINENSE DE ASSISTENCIA A MULHER A CRIANCA E AO IDOSO,RJ,Campos dos Goytacazes
202003,1,4382792000167,SOCIEDADE PORTUGUESA BENEFICENTE DO AMAZONAS,AM,Manaus
202003,1,5081979000193,NUTRI & SAUDE REFEICOES COLETIVAS LTDA.,SP,Avaí
202003,1,18747309000105,TRANS-MISSAO TRANSPORTES E LOGISTICA LTDA,SP,Santos
202003,1,0384718000129,REEFERBRAS COMERCIO E SERVICOS LTDA,SP,Santos
202003,1,12052638000155,CONECTUS SERVICE TECNOLOGIA DA INFORMACAO EIRELI,SP,Osasco
202003,1,54150339000101,ASSOCIACAO NAZARENA ASSISTENCIAL BENEFICENTE -ANA,SP,Campinas
202003,1,5246884000182,META EMPREENDIMENTOS E SERVICOS LTDA,GO,Aparecida de Goiânia
202003,1,74014747000135,AGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A,RJ,Rio de Janeiro
202003,1,4089570000150,AGUAS GUARIROBA SA,MS,Campo Grande
202003,1,20920259000168,BLUE CUBE BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA,SP,Guarujá
202003,1,2810621000166,SIMOLDES ACOS BRASIL LTDA,PR,São José dos Pinhais
202003,1,4423462000172,POLI LOGISTICA LTDA,MG,Uberlândia
202003,1,57486326000198,INDUSTRIA METALURGICA LIPOS LTDA,SP,Mauá
202003,1,3132620000172,EBAMAG ARMAZENS GERAIS LOGISTICA LTDA.,RJ,Barra Mansa
202003,1,3982931000120,EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL S.A.SANESUL,MS,Campo Grande
202003,1,4159778000107,SAMEL SERVICOS DE ASSISTENCIA MEDICO HOSPITALAR LTDA,AM,Manaus
202003,1,57728743000108,TV MAR LTDA,SP,Santos
202003,1,1916286000112,RODOLUB COMERCIO DE LUBRIFICANTES LTDA.,RJ,Rio de Janeiro
202003,1,25266685000143,COOPERATIVA DOS CAFEICULTORES DA ZONA DE TRÊS PONTAS LTDA,MG,Três Pontas
202003,1,58219551000120,ASILO DE INVALIDOS DE SANTOS,SP,Santos
202003,1,57040040000184,MATERA SYSTEMS INFORMATICA SA,SP,Campinas
202003,1,59293472000122,VIACAO SAO BENTO TRANSPORTES E TURISMO LIMITADA,SP,Cubatão
202003,1,4693757000169,MINASGUARDA ADMINISTRACAO DE RECURSOS DE SEGURANCA LTDA,MG,Belo Horizonte
202003,1,5457125000169,"GELOG - COMERCIO, LOGISTICA, LOCACOES, SERVICOS E TRANSPORTES LTDA",SP,Santos
202003,1,46991782000179,TEMPO DISTRIBUIDORA DE VEICULOS LTDA,SP,Campinas
202003,1,4045101000130,PIQUETUR LOG LOGISTICA E TRANSPORTE LTDA,SP,São Bernardo do Campo
202003,1,28938215000177,AUTO VIACAO SAO JOAO LTDA,RJ,Campos dos Goytacazes
202003,1,4678190000151,ASSISTE VIDA ATENCAO DOMICILIAR LTDA,BA,Salvador
202003,1,72179815000190,FLEX MONTAGEM ELETROMECANICA E MANUTENCAO INDUSTRIAL EIRELI,PR,Curitiba
202003,1,11011955000160,JANDIRA BERGAMO DE SOUZA,SP,Taguaí
202003,1,2864364000145,PLANO DE SAUDE ANA COSTA LTDA.,SP,Santos
202003,1,5286560000178,GLOBAL TRADE INDUSTRIA DE ALIMENTACAO - EIRELI,RJ,Nova Friburgo
202003,1,15452212000187,SELETA SOCIEDADE CARITATIVA E HUMANITARIA,MS,Campo Grande
202003,1,23125562000167,D. L. S. FUNDACOES ESPECIAIS LTDA.,MG,Matias Barbosa
202003,1,22192546000124,R&D MINERACAO E CONSTRUCAO LTDA,MG,Matias Barbosa
202003,1,34551382000163,FRANCISCO ARAUJO DA SILVA - SUPERMERCADO - EIRELI,AM,Manaus
